"0,333333333333333","-0,88"
"0,166666666666667","-0,87"
"0,111111111111111","-0,87"
1,"-0,87"
2,"-0,86"
3,"-0,78"
4,"-0,64"
5,"-0,47"
6,"-0,28"
7,"-0,10"
8,"0,06"
9,"0,21"
10,"0,35"
11,"0,46"
12,"0,56"
13,"0,65"
14,"0,73"
15,"0,79"
16,"0,85"
17,"0,91"
18,"0,95"
19,"1,00"
20,"1,03"
21,"1,07"
22,"1,10"
23,"1,13"
24,"1,16"
25,"1,18"
26,"1,20"
27,"1,22"
28,"1,24"
29,"1,26"
30,"1,28"
